movie_seq,movie_img,movie_title,movie_type,movie_country,movie_runtime,movie_age,movie_open_date,movie_rating,movie_director,movie_actor,movie_content,,admin_id
357,174082,폰조,"범죄, 드라마",미국,103분,청소년 관람불가,2020.10.14,6.09,조쉬 트랭크,톰 하디,"역사상 가장 악랄한 전설의 갱스터 ‘알폰소 카포네’<br/>오랜 감옥 생활 끝에 드디어 숨겨둔 거액의 재산을 꺼낼 때가 왔지만,<br/>주변에 대한 의심과 FBI의 계속되는 압박은 그를 옥죄어 온다.<br/>대체 누구를 믿고 누구를 믿지 말아야 하는가.<br/><br/>숨겨진 돈을 향한 숨막히는 공방이 시작된다!",,admin01
358,185380,프랑스여자,드라마,한국,89분,15세 관람가,2020.11.16 2020.06.04,7.52,김희정,"김호정, 김지영, 김영민","배우를 꿈꾸며 파리 유학을 떠났지만, 프랑스인 남편을 만나 정착한 ‘미라’.<br/>이혼 후 20년 만에 한국에 돌아온 그녀는 옛 친구들과 재회한다.<br/>2년 전 세상을 떠난 후배에 대한 기억을 떠올리려 애쓰지만<br/>선명하지 않은 기억 속에서 혼란스럽던 그때, 갑자기 그 시절로 돌아가<br/>과거와 현재를 넘나들며 꿈과 현실이 교차하는 특별한 여행을 하게 되는데…",,admin01
359,188795,프록시마 프로젝트,"액션, 드라마","프랑스, 독일",107분,12세 관람가,2020.10.15,7.61,앨리스 위노코,"에바 그린, 젤리 불랑","유럽우주국 ‘프록시마’ 프로젝트의 대원으로 선발되어 평생의 소원이던 우주비행사가 된 사라<br/>우주비행은 남성이 적합하다는 고정관념도, 여성이므로 나약할 것이라는 편견도 이겨낼 수 있지만<br/>아직은 엄마가 필요한 일곱살 딸, 스텔라만큼은 눈에 밟힌다.  <br/>언젠가 우주보다 넓은 꿈을 꾸게 될 아이를 위해 쓴, <br/>지구와 우주를 연결하는 러브레터를 만나다!",,admin01
360,193804,프리즌 이스케이프,"모험, 스릴러","영국, 오스트레일리아",106분,12세 관람가,2020.05.06,8.34,프란시스 아난,"다니엘 래드클리프, 다니엘 웨버","인권운동가 ‘팀’과 ‘스티븐’은 억울한 판결로 투옥된다.<br/>둘은 불의에 굴복하지 않고 탈출을 결심한다.<br/>나가기 위해 열어야 할 강철 문은 15개!<br/>그들은 나뭇조각으로 열쇠를 만들기 시작하고,<br/>지금껏 아무도 성공한 적 없는 0%의 확률 속에서<br/>목숨을 건 단 한 번의 기회를 노리는데…",,admin01
361,197278,프리키 데스데이,"공포, 코미디",미국,102분,청소년 관람불가,2020.11.25,6.62,크리스토퍼 랜던,"빈스 본, 캐서린 뉴튼","평범 이하, 존재감 제로 고등학생 밀리가 우연히 중년의 싸이코 살인마와 몸이 바뀌게 되면서 벌어지는 예측불가 호러테이닝 영화",,admin01
362,200175,프리키 데스데이 순한맛,"코미디, 공포",미국,101분,15세 관람가,2020.12.10,7.72,크리스토퍼 랜던,"빈스 본, 캐서린 뉴튼","평범 이하, 존재감 제로 고등학생 밀리가 우연히 중년의 싸이코 살인마와 몸이 바뀌게 되면서 벌어지는 예측불가 호러테이닝 무비",,admin01
363,172829,프린세스 에미: 마법 책의 비밀,애니메이션,"독일, 벨기에, 영국, 덴마크",78분,전체 관람가,2020.11.26,6.8,피엣 드 라이커,"프란카 포텐테, 존 한나, 벨라 램지","아주 먼 옛날, '칼로타 공주'가 남긴 마법의 책으로 <br/>말과 대화할 수 있는 특별한 능력을 갖게 된 공주 ‘에미’.<br/>공주의 날 무도회에 참석하기 위해 수업을 받던 ‘에미’는<br/>완벽한 공주를 꿈꾸는 라이벌이자 사촌 '조지나'의 계략으로<br/>무도회 참가 자격이 박탈될 위기에 처한다.<br/><br/>한편, ‘에미’의 특별한 능력을 눈치 챈 ‘조지나’는<br/>신비한 능력을 숨긴 마법의 책을 빼앗기로 결심하는데..<br/><br/>과연 ‘에미’는 마법의 책을 지키고 <br/>무사히 공주의 날 무도회에 갈 수 있을까?",,admin01
364,163805,피아니스트의 마지막 인터뷰,"드라마, 뮤지컬",캐나다,97분,전체 관람가,2020.11.19,8.72,클로드 라롱드,"패트릭 스튜어트, 케이티 홈즈, 지안카를로 에스포지토","세계적인 명성을 자랑하는 피아니스트 헨리 콜<br/>오랜 휴식 후 돌아온 그는 갑자기 원인 모를 무대 공포증을 겪게 된다<br/><br/>수십년 커리어에 최대 위기를 맞이한 순간<br/>따뜻한 영혼을 지닌 뉴욕의 음악 평론가 헬렌이 인터뷰를 요청한다<br/><br/>뉴욕 센트럴 파크, 링컨 센터에서 프랑스 페리고르, 스위스 알프스까지<br/>아름다운 도시를 여행하며 음악과 인생에 대한 깊은 대화를 나누는 두 사람.<br/><br/>그 이후 헨리 콜의 피아노 연주에 새로운 변화가 일어나는데…",,admin01
365,196855,피원에이치 : 새로운 세계의 시작,"드라마, SF",한국,99분,15세 관람가,2020.10.08,5.29,창감독,"기호, 테오, 지웅","악의 집단이 퍼뜨린 바이러스로 폐허가 된 지구를 구하기 위해 과거, 현재, 미래에 흩어진 소년들이 만나 희망의 별을 찾아가는 이야기",,admin01
366,177462,핀란드 메탈밴드,코미디,"핀란드, 노르웨이",90분,15세 관람가,2020.04.09,8.86,"유소 라티오, 유카 비드그렌","요하네스 홀로파이넨, 맥스 오바스카, 사물리 야스키오","교통수단은 자전거, 일터는 도서관, 고질병은 무대울렁증<br/>무대 경험은 방구석 1열뿐인 12년 차 메탈바라기 시골 밴드<br/><br/>어느 날, 대규모 메탈 축제 담당자가 우연히 동네에 찾아오고<br/>용기를 내 데모 테이프를 전달한다.<br/><br/>단 한번도 계획대로 된 적은 없지만<br/>지금이 아니면 안 된다고 생각한 그들,<br/>축제가 열리는 노르웨이로 무작정 찾아가기로 하는데…<br/><br/>무지막하게 순수하고, 뻔뻔해서 짠내 나는<br/>그들의 진정한 헤비메탈 라이프가 시작된다!",,admin01
367,189366,"하이, 젝시",코미디,미국,84분,"15세 관람가, R",2020.02.19,6.75,"존 루카스, 스캇 무어","아담 드바인, 로즈 번","기상 알람을 시작으로 샤워하면서 BGM, 출근하면서 네비게이션,<br/>퇴근 후 배달앱과 너튜브, 잠들기 전 SNS까지<br/>손에서 도무지 핸드폰을 놓지 못하는 폰생폰사 ‘필’<br/><br/>어느 날, ‘필’은 베프였던 ‘시리’의 사망으로 새 폰 ‘젝시’를 만나게 된다.<br/>그렇게 집, 회사 무한 루프의 평온한 삶으로 다시 돌아갈 줄 알았던 ‘필’<br/>하지만 더 나은(?) 인생을 위한 인공지능 도우미 ‘젝시’는 <br/>‘필’의 직장, 친구 그리고 연애까지 제멋대로 그의 인생에 끼어들기 시작하는데… <br/><br/>“앞으로 재미있을 거야. 이 XX야”<br/>“여러분… 제 폰이 미쳤어요…”",,admin01
368,191431,하이큐!! 땅 VS 하늘,애니메이션,일본,46분,전체 관람가,2021.08.12 2020.01.23,8.52,미츠나카 스스무,"구자형, 김영선, 양정화","전국 대회 출전을 향한 치열한 접전 끝에<br/>네코마, 후쿠로다니, 노헤비, 이타치야마 고교 배구팀이<br/>지역 대표 결정전에 오른다.<br/><br/>마지막이 될지도 모르는 결전을 위해<br/>각 고교 팀들은 최후의 승부수를 던지는데!<br/><br/>승부는 아직 끝나지 않았다!<br/>코트를 제패할 팀은 누구인가!<br/><br/>더 높이, 더 뜨겁게!<br/>불꽃같이 날아올라라!",,admin01
369,193805,하이큐!! 또 다른 도전,애니메이션,일본,69분,12세 관람가,2020.05.14,7.03,미츠나카 스스무,"무라세 아유무, 이시카와 카이토",오로지 배구를 향한 열정과 근성으로<br/>한 자리에 모인 고교 배구부 선수들.<br/><br/>각기 다른 재능으로 코트 위 완벽한 승리를 만들어가는<br/>이들의 또 다른 성장과 도전!<br/><br/>우리의 날개는 꺾이지 않아!<br/>더 높이 날아오르자!,,admin01
370,189123,하트,"드라마, 멜로/로맨스",한국,70분,청소년 관람불가,2020.12.31 2020.02.27,7.27,정가영,"정가영, 이석형, 최태환","“나 그 사람 생각하면서 해도 돼?”<br/>예고 없이 성범을 찾아와 유부남을 좋아하고 있다며 연애 고민을 털어놓는 가영, <br/>티격태격 함께 고민해보지만 그들의 관계도 답답한 건 마찬가지다. <br/><br/>“감독님 본인 얘기세요?”<br/>답을 찾기 위해 영화를 만들기로 한 가영, 하지만 배우와의 미팅부터 쉽지 않다. <br/><br/>그녀는 이 관계에 답을 찾을 수 있을까?",,admin01
371,66066,함께 있을 수 있다면,"드라마, 멜로/로맨스",프랑스,97분,"12세 관람가, NR",2020.12.24,8.8,클로드 베리,"오드리 토투, 기욤 까네, 로렝 스톡커","화가 지망생이지만 환경미화원으로 생계를 유지하고 있는 ‘카미유’(오드리 토투). 적막한 도시 생활 속에서 같은 건물에 살고 있는 ‘필리베르’(로렝 스톡커)에게 친절을 베풀며 다가가고 둘은 친구가 된다. 그러던 어느 날 필리베르가 독감에 걸린 카미유를 간호하기 위해 자신의 집으로 데려오게 되면서 카미유와 필리베르, 그리고 그의 룸메이트인 까칠한 셰프 ‘프랑크’(기욤 까네), 이렇게 3 남녀의 뜻밖의 동거가 시작된다. 카미유와 그녀가 반갑지 않은 프랑크는 티격태격하면서 앙숙처럼 지냈지만, 낮에 박물관에서 일하는 필리베르가 집을 비우면서 저녁 근무를 하는 두 사람은 함께 있는 시간이 많아지게 된다. 서로에 대해 조금씩 알아가게 되면서 마음을 열게 되고, 점점 사랑과 우정 사이 묘한 로맨스 기류가 흐르게 되는데!",,admin01
372,107094,해머 오브 갓,"액션, 드라마",영국,99분,"청소년 관람불가, R",2020.11.25,5.1,패런 블랙번,"찰리 뷰리, 클라이브 스탠든, 제임스 코스모","바이킹 왕자 '스타이너'는 오래 전 추방된 자신의 형 '하칸'을 찾아오라는 바이킹 국왕의 명령을 받는다.<br/>그러나 신의 힘과 결탁한 '하칸'과 맞서기 위한 여정은 예기치 못한 초유의 위협들로 가득하다.<br/>오직 강한 자만이 살아남는 세계, 왕위를 계승하기 위해서 '스타이너'는 자신의 힘을 증명해야만 하는데...<br/><br/>살아남아 전설이 되어라!",,admin01
373,186110,해수의 아이,"애니메이션, 모험, 드라마",일본,111분,전체 관람가,2020.09.30,6.41,와타나베 아유무,"아시다 마나, 이시바시 히이로, 우라가미 세이슈","기다리던 방학 첫날부터 친구와 다퉈 핸드볼팀에서 제외된 ’루카’.<br/>속상한 마음을 달래려 어린 시절 추억이 깃든 수족관으로 향한 루카는<br/>그곳에서 신비한 바다소년 ‘우미’와 ‘소라’를 만난다.<br/><br/>“소중한 약속은 말로 할 수 없어""<br/>루카는 바다 속 듀공 무리에서 자란 두 소년과 누구도 본 적 없는 바다의 축제를 찾아 나서고,<br/>빛나는 바다생물들이 함께한 그 길에서 소년, 소녀만의 비밀이 생기는데…<br/>그렇게 영원히 잊을 수 없는 길고 긴 여름이 시작되었다.",,admin01
374,180025,해치지않아,코미디,한국,117분,12세 관람가,2020.01.15,6.2,손재곤,"안재홍, 강소라, 박영규","생계형 수습 변호사 ‘태수’에게 찾아온 일생일대의 기회, 위기의 동물원 ‘동산파크’를 구하라!<br/>‘동산파크’의 새 원장이 된 그는 손님은커녕 동물조차 없는 동물원을 살리기 위해<br/>직원들에게 동물로 위장근무 하자는 기상천외한 제안을 한다.<br/>북극곰, 사자, 기린, 고릴라, 나무늘보로 출근한 ‘동산파크’ 5인방.<br/>묵언수행은 기본, 어깨 결림, 근육 뭉침, 뒷목까지 뻐근한 그들의 털 날리는 고군분투가<br/>계속되는 가운데, 목이 타던 ‘태수’는 북극곰의 신분을 망각하고<br/>관람객 앞에서 콜라 한 모금을 마시게 되는데…<br/><br/>이런 동물원 처음 봐?<br/>선을 넘은 녀석들의 과감한 도전이 시작된다!",,admin01
375,168031,해피 디 데이,"드라마, 코미디, 멜로/로맨스",미국,113분,전체 관람가,2020.07.01,8.87,켄 마리노,"바네사 허진스, 핀 울프하드, 에바 롱고리아","남친의 배신에 상처받은 인기 뉴스 캐스터 ‘엘리자베스’<br/>동네 최고 인기남을 짝사랑 중인 카페 알바생 ‘타라’<br/>가족에게 늘 골칫덩어리인 무명밴드 리더 ‘댁스’<br/>부모는 처음이라 서툰 초보 부부 ‘그레이스’&amp;’커트’<br/>잃어버린 반려견을 찾아나서는 ‘월터’&amp;’타일러’<br/><br/>연애도, 우정도, 일도, 가족도<br/>세상 내 맘대로 되는 게 하나도 없을 때<br/>우리의 손과 발(?)을 잡아보개!",,admin01
376,172178,해피 해피 레스토랑,가족,일본,125분,전체 관람가,2020.05.14,5.38,후카가와 요시히로,오오이즈미 요,"바다가 보이는 목장에서 가족과 함께 수제 치즈를 만드는 와타루. 자연과 더불어 식재료를 생산하는 일에 자부심을 지닌 마을 친구들과 함께여서 하루하루가 즐겁다.<br/><br/>와타루와 친구들은 더 많은 사람들과 먹는 기쁨을 나누기 위해 아름다운 바다가 보이는 절벽 위, 자신들이 키운 농작물을 재료로 한 레스토랑 오픈을 준비한다. 하지만 아버지처럼 따르던 <br/>치즈 스승 오타니가 갑작스럽게 세상을 떠나자 와타루는 큰 슬픔에 빠지는데…",,admin01
377,180340,행복의 단추를 채우는 완벽한 방법,"드라마, 코미디",영국,91분,12세 관람가,2020.04.02,8.04,칼 헌터,"빌 나이, 샘 라일리",어린시절 평소와 같이 아버지와 보드게임을 즐기던 형이<br/>실종되고 지금까지 아무런 소식이 없다.<br/>형의 그늘에서 벗어나지 못한 채 어른이 된 나는<br/>어느 날 신원불명의 시체가 발견되었다는 연락을 받고<br/>아버지와 함께 안치소로 향한다.<br/>형이길 바랐을까<br/>형이 아니길 바랐을까<br/>틀어지기만 한 아버지와 나의 관계<br/>우리도 행복의 단추를 완벽히 채울 수 있을까?,,admin01
378,192146,헌트,"액션, 공포, 스릴러",미국,90분,"청소년 관람불가, R",2020.04.23,7.97,크레이그 조벨,베티 길핀,"낯선 사람들과 함께 의문의 지역에 갇혀 영문도 모른 채 사냥 당하고 있는 ‘크리스탈’(베티 길핀)이 자신들을 사냥하는 주체를 밝히고, 그들을 찾아 복수하기 위해 고군분투하는 이야기",,admin01
379,186290,헌티드 파크,공포,일본,81분,15세 관람가,2020.05.06,4.39,타카하시 히로시,"키타하라 리에, 아사카와 나나, 고지마 후지코","유학을 앞둔 ‘사키’는 고등학교 친구들과<br/>추억의 장소인 토시마엔 놀이공원에 가게 된다.<br/><br/>토시마엔에 도착한 그들은 장난으로<br/>오래된 괴담 속 금기사항을 실행하지만<br/>아무런 일도 벌어지지 않는다.<br/><br/>그러나, 시간이 흐를수록 그들을 둘러싸고<br/>점점 미스터리한 일들이 하나 둘 벌어지고,<br/>마지막 금기사항에 마주하기에 이르는데…<br/><br/>금기를 어기는 순간, 돌이킬 수 없는 저주에 빠져든다!",,admin01
